domaine,universite,etablissement,code_specialite,specialite,score_2023,score_2024,score_2025
علوم إعلامية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بسيدي بوزيد,75571,اجازة  في الهندسـة الكهـربـائـيــة,,107.67,110.215
علوم إعلامية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بقبلي,56391,اجازة  في إدارة اعمال,87.725,88.9284,85.8016
علوم إعلامية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بقبلي,56566,اجازة  في تكنولوجيات إعلامية,89.5766,73.3952,87.7783
علوم إعلامية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بقبلي,56570,اجازة  في الهندسـة الميكانـيـكـيـة,,112.96,110.085
علوم إعلامية,جامعة قابس,المعهد العالى للدراسات التكنولوجية بقبلي,56571,اجازة  في الهندسـة الكهـربـائـيــة,,111.085,129.59
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالقصرين,73391,اجازة  في إدارة اعمال,120.235,112.555,111.2889
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالقصرين,73566,اجازة  في تكنولوجيات إعلامية,88.2215,95.44,102.53
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالقصرين,73571,اجازة  في الهندسـة الكهـربـائـيــة,,108.465,99.6438
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بالقصرين,74570,اجازة  في الهندسـة الميكانـيـكـيـة,,113.215,113.895
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بباجة,84566,اجازة  في تكنولوجيات إعلامية,121.6,124.885,126.35
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بباجة,84570,اجازة  في الهندسـة الميكانـيـكـيـة,100.67,102.455,113.415
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بباجة,84571,اجازة  في الهندسـة الكهـربـائـيــة,114.34,114.39,110.0157
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بتوزر,63566,اجازة  في تكنولوجيات إعلامية,82.4332,91.405,92.6048
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بتوزر,63568,اجازة  في الهندسـة المدنية,103.0454,109.5533,115.4433
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بتوزر,63570,اجازة  في الهندسـة الميكانـيـكـيـة,96.8885,118.52,87.1533
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بتوزر,63571,اجازة  في الهندسـة الكهـربـائـيــة,87.2448,87.3017,95.1566
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بتطاوين,57394,اجازة  في المحاسبة و المالية,,91.7019,82.1502
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بتطاوين,57566,اجازة  في تكنولوجيات إعلامية,78.0299,79.6532,85.4399
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بتطاوين,57570,اجازة  في الهندسـة الميكانـيـكـيـة,,93.9701,116.21
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بمدنين,55391,اجازة  في إدارة اعمال,104.2306,105.1222,89.6898
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بمدنين,55394,اجازة  في المحاسبة و المالية,,89.9899,93.45
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بمدنين,55566,اجازة  في تكنولوجيات إعلامية,81.5768,100.1018,105.365
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بمدنين,55568,اجازة  في الهندسـة المدنية,123.04,92.6825,107.9451
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بمدنين,55570,اجازة  في الهندسـة الميكانـيـكـيـة,,96.5941,77.8131
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية ببنزرت,21391,اجازة  في إدارة اعمال,113.1686,145.4933,128.675
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية ببنزرت,21394,اجازة  في المحاسبة و المالية,124.455,118.0371,120.835
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية ببنزرت,21396,اجازة  في التجارة والتوزيع,116.91,123.815,127.89
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية ببنزرت,21566,اجازة  في تكنولوجيات إعلامية,146.045,148.695,141.84
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية ببنزرت,21570,اجازة  في الهندسـة الميكانـيـكـيـة,115.785,116.575,129.13
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية ببنزرت,21571,اجازة  في الهندسـة الكهـربـائـيــة,123.63,124.1842,123.46
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بقليبية,23566,اجازة  في تكنولوجيات إعلامية,139.9507,137.4415,137.5057
علوم إعلامية,جامعة قابس,المعهد العالي للدراسات التكنولوجية بقليبية,23570,اجازة  في الهندسـة الميكانـيـكـيـة,127.956,116.507,82.0667
علوم إعلامية,جامعة المنستير,كلية العلوم بالمنستير,34505,اجازة   في الرياضيات التطبيقية,97.8634,107.1695,112.645
علوم إعلامية,جامعة المنستير,كلية العلوم بالمنستير,34507,اجازة  في الرياضيات,123.655,120.295,161.64
علوم إعلامية,جامعة المنستير,كلية العلوم بالمنستير,34522,مرحلة تحضيرية علمية,135.17,137.93,150.725
علوم إعلامية,جامعة المنستير,كلية العلوم بالمنستير,34523,اجازة  في علوم إعلامية,150.73,154.855,148.99
علوم إعلامية,جامعة المنستير,كلية العلوم بالمنستير,34629,اجازة  في الكترونيك  والكهروتقنية والية,116.21,113.81,120.575
علوم إعلامية,جامعة المنستير,المعهد التحضيري للدراسات الهندسية بالمنستير,35522,مرحلة تحضيرية علمية,156.345,154.585,164.155
علوم إعلامية,جامعة المنستير,كلية العلوم اقتصادية  والتصرف بالمهدية,36311,اجازة  في إعلامية  التـصـرف,124.58,123.955,125.315
علوم إعلامية,جامعة المنستير,كلية العلوم اقتصادية  والتصرف بالمهدية,36318,اجازة  في علوم  التصرف,110.805,108.565,111.7508
علوم إعلامية,جامعة المنستير,المعهد العالي للغات بالمكنين,34102,اجازة  في انقليزية,128.2235,114.2332,102.3082
علوم إعلامية,جامعة المنستير,المعهد العالي للغات بالمكنين,34103,اجازة  في الفرنسية,97.5319,110.1458,103.345
علوم إعلامية,جامعة المنستير,المعهد العالي للغات بالمكنين,34104,اجازة  في اسبانية,,107.895,118.5293
علوم إعلامية,جامعة المنستير,المعهد العالي للغات بالمكنين,34105,اجازة  في ايطالية,,,100.4631
علوم إعلامية,جامعة المنستير,المعهد العالي للغات بالمكنين,34106,اجازة  في المانية,,,110.29
علوم إعلامية,جامعة المنستير,المعهد العالي للغات بالمكنين,34147,اجازة  في الترجمة,116.235,115.9817,117.0667
علوم إعلامية,جامعة المنستير,المعهد العالي إعلامية   و الرياضيات بالمنستير,34518,مرحلة تحضيرية مندمجة,184.4267,185.6517,180.5883
علوم إعلامية,جامعة المنستير,المعهد العالي إعلامية   و الرياضيات بالمنستير,35505,اجازة   في الرياضيات التطبيقية,105.8337,113.84,118.665
علوم إعلامية,جامعة المنستير,المعهد العالي إعلامية   و الرياضيات بالمنستير,35523,اجازة  في علوم إعلامية,172.468,171.0449,166.04
علوم إعلامية,جامعة المنستير,المعهد العالي إعلامية   و الرياضيات بالمنستير,35573,اجازة  في تكنولوجيات المعلومات وإتصالات,128.6833,127.4733,128.1117
علوم إعلامية,جامعة المنستير,المعهد العالي إعلامية   و الرياضيات بالمنستير,35629,اجازة  في الكترونيك  والكهروتقنية والية,122.5043,116.08,139.86
علوم إعلامية,جامعة المنستير,المعهد العالي للدراسات التطبيقية في انسانيات  بالمهدية,36477,اجازة  في التربية والتعليم,128.365,134.105,168.935
علوم إعلامية,جامعة المنستير,المعهد العالي للموضة  بالمنستير,34208,اجازة  في تصميم المنتوج,85.3318,82.6431,85.0915
علوم إعلامية,جامعة المنستير,المعهد العالي للموضة  بالمنستير,34318,اجازة  في علوم  التصرف,110.4133,115.15,107.321
علوم إعلامية,جامعة المنستير,المعهد العالي للموضة  بالمنستير,35574,اجازة  في هندسة النسيج,99.24,89.9532,105.6334
علوم إعلامية,جامعة المنستير,المعهد العالي إعلامية   بالمهدية,36523,اجازة  في علوم إعلامية,160.8959,160.92,155.3266
علوم إعلامية,جامعة المنستير,المعهد العالي إعلامية   بالمهدية,36524,اجازة  في هندسة نظم إعلامية,138.69,140.215,142.06
علوم إعلامية,جامعة المنستير,المعهد العالي إعلامية   بالمهدية,37311,اجازة  في إعلامية  التـصـرف,131.075,129.63,130.09
علوم إعلامية,جامعة المنستير,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية,36322,المرحلة التحضيرية العلمية:رياضيات - فيزياء,119.65,119.6,115.825
علوم إعلامية,جامعة المنستير,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية,36573,اجازة  في تكنولوجيات المعلومات وإتصالات,120.3317,121.9767,122.4717
علوم إعلامية,جامعة المنستير,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالمهدية,36629,اجازة  في الكترونيك  والكهروتقنية والية,111.88,129.535,116.275
علوم إعلامية,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,36207,اجازة  في تصميم الفضاء,98.56,106.9633,98.265
علوم إعلامية,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,36208,اجازة  في تصميم المنتوج,91.915,91.8467,81.7867
علوم إعلامية,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,36209,اجازة  في تصميم الصورة,85.8097,94.065,88.3165
علوم إعلامية,جامعة القيروان,كلية اداب  والعلوم انسانية  بالقيروان,70101,اجازة  في العربية,,,79.4233
علوم إعلامية,جامعة القيروان,كلية اداب  والعلوم انسانية  بالقيروان,70102,اجازة  في انقليزية,,88.9616,87.3734
علوم إعلامية,جامعة القيروان,كلية اداب  والعلوم انسانية  بالقيروان,70103,اجازة  في الفرنسية,,,131.3051
علوم إعلامية,جامعة القيروان,كلية اداب  والعلوم انسانية  بالقيروان,70122,اجازة  في الفـلســفــة,,83.5566,91.0783
علوم إعلامية,جامعة القيروان,كلية اداب  والعلوم انسانية  بالقيروان,70147,اجازة  في الترجمة,,102.5567,101.686
علوم إعلامية,جامعة القيروان,كلية اداب  والعلوم انسانية  بالقيروان,70167,اجازة  في  اثار,,80.4998,87.8284
علوم إعلامية,جامعة القيروان,المعهد العالي إعلامية   و التصرف بالقيروان,70311,اجازة  في إعلامية  التـصـرف,101.29,105.015,105.595
علوم إعلامية,جامعة القيروان,المعهد العالي إعلامية   و التصرف بالقيروان,70318,اجازة  في علوم  التصرف,111.485,100.905,100.53
علوم إعلامية,جامعة القيروان,المعهد العالي إعلامية   و التصرف بالقيروان,70523,اجازة  في علوم إعلامية,114.18,118.415,122.07
علوم إعلامية,جامعة القيروان,المعهد العالي إعلامية   و التصرف بالقيروان,70524,اجازة  في هندسة نظم إعلامية,102.4653,108.01,110.505
علوم إعلامية,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,70202,اجازة  في الفنون التشكيلية,,78.1975,73.7552
علوم إعلامية,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,70207,اجازة  في تصميم الفضاء,84.565,75.955,80.1067
علوم إعلامية,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,70208,اجازة  في تصميم المنتوج,,86.65,88.34
علوم إعلامية,جامعة القيروان,المعهد العالي للفنون والحرف بالقيروان,70209,اجازة  في تصميم الصورة,106.43,80.9083,79.3466
علوم إعلامية,جامعة القيروان,المعهد العالي للدراسات القانونية والسياسية  بالقيروان,70301,اجازة  في القانون,102.465,97.5383,116.065
علوم إعلامية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقيروان,70570,اجازة  في الهندسـة الميكانـيـكـيـة,103.346,100.015,95.6635
علوم إعلامية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقيروان,70629,اجازة  في الكترونيك  والكهروتقنية والية,123.355,100.38,101.475
علوم إعلامية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقيروان,71524,اجازة  في هندسة نظم إعلامية,77.8935,98.9,102.46
علوم إعلامية,جامعة القيروان,المعهد العالي للفنون و الحرف بالقصرين,73207,اجازة  في تصميم الفضاء,,85.1184,80.0868
علوم إعلامية,جامعة القيروان,المعهد العالي للرياضيات التطبيقية وإعلامية   بالقيروان,70505,اجازة   في الرياضيات التطبيقية,96.8422,88.6618,92.6151
علوم إعلامية,جامعة القيروان,المعهد العالي للرياضيات التطبيقية وإعلامية   بالقيروان,71523,اجازة  في علوم إعلامية,104.975,113.4582,111.56
علوم إعلامية,جامعة القيروان,المعهد العالي للرياضيات التطبيقية وإعلامية   بالقيروان,72524,اجازة  في هندسة نظم إعلامية,96.335,106.195,108.045
علوم إعلامية,جامعة القيروان,المعهد العالي للدراسات التطبيقية في انسانيات  بسبيطلة,73102,اجازة  في انقليزية,86.8234,119.9,102.025
علوم إعلامية,جامعة القيروان,المعهد العالي للدراسات التطبيقية في انسانيات  بسبيطلة,73440,اجازة  في التنشيط السياحي,,,88.6266
علوم إعلامية,جامعة القيروان,المعهد العالي للدراسات التطبيقية في انسانيات  بسبيطلة,73477,اجازة  في التربية والتعليم,111.275,122.055,137.54
علوم إعلامية,جامعة القيروان,المعهد العالي للفنون والحرف بسيدي بوزيد,75207,اجازة  في تصميم الفضاء,87.1215,81.0267,72.8186
علوم إعلامية,جامعة القيروان,كلية العلوم و التقنيات بسيدي بوزيد,75523,اجازة  في علوم إعلامية,85.6534,96.935,96.53
علوم إعلامية,جامعة القيروان,كلية العلوم و التقنيات بسيدي بوزيد,75573,اجازة  في تكنولوجيات المعلومات وإتصالات,91.9978,80.1455,76.0356
علوم إعلامية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين,73523,اجازة  في علوم إعلامية,78.3518,93.625,97.24
علوم إعلامية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين,73524,اجازة  في هندسة نظم إعلامية,87.5332,77.0532,89.2685
علوم إعلامية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين,73570,اجازة  في الهندسـة الميكانـيـكـيـة,,113.93,114.94
علوم إعلامية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين,73573,اجازة  في تكنولوجيات المعلومات وإتصالات,88.2424,83.3135,78.8778
علوم إعلامية,جامعة القيروان,المعهد العالي للعلوم التطبيقية و التكنولوجيا بالقصرين,73629,اجازة  في الكترونيك  والكهروتقنية والية,,108.335,89.785
علوم إعلامية,جامعة القيروان,المعهد التحضيري للدراسات الهندسية بالقيروان,70522,مرحلة تحضيرية علمية,95.845,100.7,101.635
علوم إعلامية,جامعة قفصة,كلية العلوم بقفصة,60168,اجازة  في علوم الجيوماتيك والتطبيقات,97.15,81.125,81.3599
علوم إعلامية,جامعة قفصة,كلية العلوم بقفصة,60505,اجازة   في الرياضيات التطبيقية,,109.78,107.455
علوم إعلامية,جامعة قفصة,كلية العلوم بقفصة,60507,اجازة  في الرياضيات,90.7034,87.2416,85.4349
علوم إعلامية,جامعة قفصة,كلية العلوم بقفصة,60523,اجازة  في علوم إعلامية,82.1449,95.5267,98.4367
علوم إعلامية,جامعة قفصة,كلية العلوم بقفصة,60570,اجازة  في الهندسـة الميكانـيـكـيـة,,103.48,87.245
علوم إعلامية,جامعة قفصة,كلية العلوم بقفصة,60629,اجازة  في الكترونيك  والكهروتقنية والية,94.7167,96.2149,87.2069
علوم إعلامية,جامعة قفصة,المعهد العالي للدراسات التطبيقية في انسانيات  بقفصة,60101,اجازة  في العربية,,80.6766,82.9666
علوم إعلامية,جامعة قفصة,المعهد العالي للدراسات التطبيقية في انسانيات  بقفصة,60102,اجازة  في انقليزية,,,102.811
علوم إعلامية,جامعة قفصة,المعهد العالي للدراسات التطبيقية في انسانيات  بقفصة,60120,اجازة  في عـلــم اجتماع,,87.1515,90.5383
علوم إعلامية,جامعة قفصة,المعهد العالي دارة  المؤسسات بقفصة,60311,اجازة  في إعلامية  التـصـرف,81.4385,80.5669,94.2485
علوم إعلامية,جامعة قفصة,المعهد العالي دارة  المؤسسات بقفصة,60318,اجازة  في علوم  التصرف,91.26,87.7068,92.3702
علوم إعلامية,جامعة قفصة,المعهد العالي للفنون و الحرف بقفصة,60207,اجازة  في تصميم الفضاء,91.74,79.5191,78.1099
علوم إعلامية,جامعة قفصة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة,60524,اجازة  في هندسة نظم إعلامية,79.0236,84.79,95.53
علوم إعلامية,جامعة قفصة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة,60573,اجازة  في تكنولوجيات المعلومات وإتصالات,87.7683,79.6368,77.9449
علوم إعلامية,جامعة قفصة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة,61570,اجازة  في الهندسـة الميكانـيـكـيـة,,88.3536,93.8584
علوم إعلامية,جامعة قفصة,المعهد العالي للعلوم التطبيقية و التكنولوجيا بقفصة,61629,اجازة  في الكترونيك  والكهروتقنية والية,,122.8628,141.075
علوم إعلامية,جامعة قفصة,المعهد العالي للدراسات التطبيقية في انسانيات  بتوزر,63477,اجازة  في التربية والتعليم,101.83,117.16,141.195
علوم إعلامية,جامعة قفصة,المعهد العالي للعلوم اجتماعية  والتربية بقفصة,60477,اجازة  في التربية والتعليم,113.875,121.905,148.57
علوم إعلامية,جامعة قفصة,المعهد العالي للرياضة و التربية البدنية بقفصة,60450,اجازة  في علوم وتقنيات انشطة  البدنية  والرياضة,122.4241,122.4705,140.8441
علوم إعلامية,جامعة قفصة,المعهد التحضيري للدراسات الهندسية بقفصة,60522,مرحلة تحضيرية علمية,90.0119,92.955,75.5399
رياضة,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10102,اجازة  في انقليزية,116.2662,143.5245,147.625
رياضة,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10103,اجازة  في الفرنسية,155.34,108.5462,113.6502
رياضة,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10121,اجازة   في علم النـفـــس,172.835,174.87,187.575
رياضة,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10122,اجازة  في الفـلســفــة,101.93,114.4633,114.95
رياضة,جامعة تونس,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,10443,اجازة  في الوساطة والتنشيط,81.81,92.2382,133.42
رياضة,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10202,اجازة  في الفنون التشكيلية,,107.2782,113.5217
رياضة,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10207,اجازة  في تصميم الفضاء,174.9236,183.5478,175.1911
رياضة,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10208,اجازة  في تصميم المنتوج,111.7187,115.2979,172.7676
رياضة,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10209,اجازة  في تصميم الصورة,158.8148,99.248,142.5936
رياضة,جامعة تونس,المعهد العالي للموسيقى بتونس,10201,اجازة  في الموسيقى و العلوم الموسيقية,165.6895,84.5751,102.405
رياضة,جامعة تونس,المعهدالعالي للفن  المسرحي بتونس,10200,اجازة  في المسرح  و فنون العرض,90.435,92.6418,109.145
رياضة,جامعة تونس,المعهد العالى لمهن التراث بتونس,10162,اجازة  في المحافظة على الممتلكات الثقافية و ترميمها,,,104.7368
رياضة,جامعة تونس,المعهد التحضيري للدراسات ادبية  والعلوم  انسانية  بتونس,10190,المرحلة التحضيرية للغات واداب:عربية,,,95.5125
رياضة,جامعة تونس,المعهد التحضيري للدراسات ادبية  والعلوم  انسانية  بتونس,10191,المرحلة التحضيرية للغات واداب:فرنسية,,114.44,150.6325
رياضة,جامعة تونس,المعهد التحضيري للدراسات ادبية  والعلوم  انسانية  بتونس,10192,المرحلة التحضيرية للغات واداب:انقليزية,164.6475,137.805,140.5875
رياضة,جامعة تونس,المعهد التحضيري للدراسات ادبية  والعلوم  انسانية  بتونس,10193,المرحلة التحضيرية للعلوم انسانية:تاريخ,,129.86,128.0925
رياضة,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,11103,اجازة  في الفرنسية,,116.5016,150.3939
رياضة,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,11190,المرحلة التحضيرية للغات واداب:عربية,,,90.08
رياضة,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,11191,المرحلة التحضيرية للغات واداب:فرنسية,,,94.1925
رياضة,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,11192,المرحلة التحضيرية للغات واداب:انقليزية,121.085,106.035,131.1475
رياضة,جامعة منوبة,معهد الصحافة وعلوم اخبار,10611,اجازة  في الصحافة,100.575,114.6925,142.74
رياضة,جامعة منوبة,معهد الصحافة وعلوم اخبار,10612,اجازة  في اتصال,122.5,121.3075,153.5225
رياضة,جامعة منوبة,المعهد العالي للتربية المختصة,10473,اجازة  في التربية المختصة,161.245,163.0483,162.1883
رياضة,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,11207,اجازة  في تصميم الفضاء,169.8251,177.5772,162.0569
رياضة,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,11208,اجازة  في تصميم المنتوج,110.9376,114.43,134.0336
رياضة,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,11209,اجازة  في تصميم الصورة,127.94,168.24,116.2234
رياضة,جامعة منوبة,المعهد العالي للرياضة و التربية البدنية بقصر السعيد,10450,اجازة  في علوم وتقنيات انشطة  البدنية  والرياضة,120.5,123.7616,110.505
رياضة,جامعة تونس المنار,كلية الطب بتونس,10700,الـطــب,184.52,193.34,187.54
رياضة,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10742,اجازة  في حفظ الصحة والوقاية والمحيط,151.14,170.645,170.02
رياضة,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10747,اجازة  في التغذية البشرية,176.975,175.655,176.97
رياضة,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10748,اجازة  في العج  بالعمل,170.365,165.6,171.59
رياضة,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10754,اجازة  في الرعـايـة الصحية للطفل,170.5366,180.2415,176.978
رياضة,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10799,اجازة  في علوم الـتــولـيـــد - قابلة,182.2852,187.0681,182.1996
رياضة,جامعة تونس المنار,كلية الحقوق والعلوم السياسية  بتونس,10301,اجازة  في القانون,104.5053,124.55,175.1911
رياضة,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,10118,اجازة  في انتروبولوجيا,174.8755,116.6728,146.325
رياضة,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,10119,اجازة  في لغة اشارات,142.785,139.895,104.57
رياضة,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,10167,اجازة  في  اثار,,,96.0967
رياضة,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,11121,اجازة   في علم النـفـــس,168.53,169.245,177.42
رياضة,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,12102,اجازة  في انقليزية,177.8501,166.904,172.2807
رياضة,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,12103,اجازة  في الفرنسية,145.0867,,102.585
رياضة,جامعة تونس المنار,المعهد العالي لعلوم التمريض بتونس,10797,اجازة  في علوم التمريض-اناث,177.645,190.7436,183.2268
رياضة,جامعة تونس المنار,المعهد العالي لعلوم التمريض بتونس,11797,اجازة  في علوم التمريض-ذكور,194.9968,188.09,172.655
رياضة,جامعة  قرطاج,المدرسة الوطنية للهندسة المعمارية و التعمير بتونس,10203,الهندسة المعمارية,176.79,181.31,174.915
رياضة,جامعة  قرطاج,المعهد  العالي طارات  الطفولة بقرطاج درمش,10470,اجازة  في علوم التربية,156.595,139.365,143.365
رياضة,جامعة  قرطاج,كلية العلوم القانونية والسياسية واجتماعية  بتونس,11301,اجازة  في القانون,152.0203,164.37,172.0828
رياضة,جامعة  قرطاج,المعهد العالي للغات بتونس,10107,اجازة  في الروسية,144.28,,111.1
رياضة,جامعة  قرطاج,المعهد العالي للغات بتونس,10108,اجازة  في الصينية,,98.225,112.015
رياضة,جامعة  قرطاج,المعهد العالي للغات بتونس,13102,اجازة  في انقليزية,180.3164,139.2766,142.6364
رياضة,جامعة  قرطاج,المعهد العالي للغات بتونس,13103,اجازة  في الفرنسية,,91.68,111.371
رياضة,جامعة  قرطاج,المعهد العالى للفنون الجميلة بنابل,22202,اجازة  في الفنون التشكيلية,,113.715,111.6224
رياضة,جامعة  قرطاج,المعهد العالى للفنون الجميلة بنابل,22207,اجازة  في تصميم الفضاء,161.59,132.175,160
رياضة,جامعة  قرطاج,المعهد العالى للفنون الجميلة بنابل,22208,اجازة  في تصميم المنتوج,,103.3888,101.88
رياضة,جامعة  قرطاج,المعهد العالى للفنون الجميلة بنابل,22209,اجازة  في تصميم الصورة,160.51,104.47,90.495
رياضة,جامعة  قرطاج,المعهد العالي للغات بنابل,22102,اجازة  في انقليزية,115.35,157.49,131.1
رياضة,جامعة  قرطاج,المعهد العالي للغات بنابل,22103,اجازة  في الفرنسية,97.67,83.2702,105.28
رياضة,جامعة  قرطاج,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,10452,اجازة  في السياحة,109.48,118.185,137.665
رياضة,جامعة  قرطاج,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,10453,اجازة  في الفندقة,98.637,119.655,133.905
رياضة,جامعة الزيتونة,المعهد العالي صول  الدين بتونس,10139,اجازة  في العلوم الشرعية,89.995,95.5015,151.015
رياضة,جامعة الزيتونة,المعهد العالي للحضارة اسمية   بتونس,10138,اجازة  في العلوم اسمية,,,102.94
رياضة,جامعة سوسة,كلية الطب بسوسة,30700,الـطــب,189.08,194.935,197.32
رياضة,جامعة سوسة,كلية الحقوق والعلوم السياسية بسوسة,30301,اجازة  في القانون,87.7851,120.14,170.0444
رياضة,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30102,اجازة  في انقليزية,179.8724,144.2842,160.015
رياضة,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30103,اجازة  في الفرنسية,82.9635,108.505,135.495
رياضة,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30118,اجازة  في انتروبولوجيا,110.3331,133.0171,119.1445
رياضة,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30123,اجازة  في التاريخ,,107.5939,135.58
رياضة,جامعة سوسة,المعهد العالي للموسيقى بسوسة,30201,اجازة  في الموسيقى و العلوم الموسيقية,112.7513,102.535,129.4914
رياضة,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30162,اجازة  في المحافظة على الممتلكات الثقافية و ترميمها,,124.0237,165.7537
رياضة,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30202,اجازة  في الفنون التشكيلية,166.2192,104.685,156.8888
رياضة,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30207,اجازة  في تصميم الفضاء,158.795,172.789,167.9686
رياضة,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30208,اجازة  في تصميم المنتوج,118.98,126.08,145.1616
رياضة,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30209,اجازة  في تصميم الصورة,107.69,160.8157,155.3319
