domaine,universite,etablissement,code_specialite,specialite,score_2023,score_2024,score_2025
آداب,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10101,اجازة  في العربية,95.6117,97.875,99.8685
آداب,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10102,اجازة  في انقليزية,112.1467,115.4263,104.785
آداب,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10103,اجازة  في الفرنسية,71.7734,76.2884,68.2249
آداب,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10120,اجازة  في عـلــم اجتماع,109.5627,109.6857,109.8569
آداب,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10121,اجازة   في علم النـفـــس,130.475,131.195,123.985
آداب,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10122,اجازة  في الفـلســفــة,98.6599,102.7735,95.3584
آداب,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10123,اجازة  في التاريخ,85.2935,86.5966,88.17
آداب,جامعة تونس,كلية العلوم انسانية  واجتماعية  بتونس,10124,اجازة  في الجغرافيا,88.6199,86.0686,91.9367
آداب,جامعة تونس,المعهد العالي للتنشيط الشبابي والثقافي ببئر الباي,10443,اجازة  في الوساطة والتنشيط,100.36,104.335,105.5382
آداب,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10202,اجازة  في الفنون التشكيلية,91.4389,92.302,89.5235
آداب,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10207,اجازة  في تصميم الفضاء,126.6345,133.5467,115.72
آداب,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10208,اجازة  في تصميم المنتوج,137.4736,111.2152,113.9283
آداب,جامعة تونس,المعهد العالى للفنون الجميلة بتونس,10209,اجازة  في تصميم الصورة,111.5903,113.955,115.2016
آداب,جامعة تونس,المعهد العالي للموسيقى بتونس,10201,اجازة  في الموسيقى و العلوم الموسيقية,79.0569,98.275,83.6598
آداب,جامعة تونس,المعهدالعالي للفن  المسرحي بتونس,10200,اجازة  في المسرح  و فنون العرض,96.3101,96.9936,98.52
آداب,جامعة تونس,المعهد العالى لمهن التراث بتونس,10162,اجازة  في المحافظة على الممتلكات الثقافية و ترميمها,82.7556,77.3135,76.3899
آداب,جامعة تونس,المعهد التحضيري للدراسات ادبية  والعلوم  انسانية  بتونس,10190,المرحلة التحضيرية للغات واداب:عربية,101.9425,109.3725,113.565
آداب,جامعة تونس,المعهد التحضيري للدراسات ادبية  والعلوم  انسانية  بتونس,10191,المرحلة التحضيرية للغات واداب:فرنسية,81.5849,113.995,115.3425
آداب,جامعة تونس,المعهد التحضيري للدراسات ادبية  والعلوم  انسانية  بتونس,10192,المرحلة التحضيرية للغات واداب:انقليزية,144.0325,150.6825,144.54
آداب,جامعة تونس,المعهد التحضيري للدراسات ادبية  والعلوم  انسانية  بتونس,10193,المرحلة التحضيرية للعلوم انسانية:تاريخ,90.0934,91.4275,94.4577
آداب,جامعة تونس,المعهد التحضيري للدراسات ادبية  والعلوم  انسانية  بتونس,10194,المرحلة التحضيرية للعلوم انسانية:جغرافيا,86.5518,89.446,92.3425
آداب,جامعة تونس,المعهد التحضيري للدراسات ادبية  والعلوم  انسانية  بتونس,10195,المرحلة التحضيرية للعلوم انسانية:فلسفة,87.5744,93.415,91.78
آداب,جامعة تونس,المعهد العالي للدراسات التطبيقية في انسانيات  بزغوان,24477,اجازة  في التربية والتعليم,102.1285,121.505,128.955
آداب,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,10104,اجازة  في اسبانية,78.3633,89.8317,85.2635
آداب,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,10105,اجازة  في ايطالية,98.8912,100.0434,93.7267
آداب,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,10106,اجازة  في المانية,88.2051,93.0132,88.6886
آداب,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,10160,اجازة  في الجيوبوليتيك و العقات  الدولية,141.1567,147.29,138.2083
آداب,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,11101,اجازة  في العربية,94.4844,95.2407,97.0651
آداب,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,11102,اجازة  في انقليزية,109.6764,113.2383,99.8097
آداب,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,11103,اجازة  في الفرنسية,69.8618,73.0384,67.6717
آداب,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,11123,اجازة  في التاريخ,82.5931,72.8966,79.2181
آداب,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,11124,اجازة  في الجغرافيا,85.7177,73.905,87.2958
آداب,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,11190,المرحلة التحضيرية للغات واداب:عربية,90.5724,87.322,90.2052
آداب,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,11191,المرحلة التحضيرية للغات واداب:فرنسية,75.6552,75.5009,76.921
آداب,جامعة منوبة,كلية اداب  والفنون وانسانيات  بمنوبة,11192,المرحلة التحضيرية للغات واداب:انقليزية,126.755,123.8275,119.175
آداب,جامعة منوبة,معهد الصحافة وعلوم اخبار,10611,اجازة  في الصحافة,102.78,107.7875,102.0425
آداب,جامعة منوبة,معهد الصحافة وعلوم اخبار,10612,اجازة  في اتصال,97.59,98.495,97.3269
آداب,جامعة منوبة,المعهد العالي للتوثيق بتونس,10362,اجازة  في التصرف الكتروني  في المعلومات و الوثائق,104.2095,108.8533,108.36
آداب,جامعة منوبة,المعهد العالي للتوثيق بتونس,10363,اجازة  في التوثيق وعلوم المكتبات وارشيف,95.41,96.4967,96.4783
آداب,جامعة منوبة,المعهد العالي للتربية المختصة,10473,اجازة  في التربية المختصة,125.35,128.625,127.805
آداب,جامعة منوبة,المعهد العالي لفنون الملتميديا بمنوبة,10265,اجازة  في السينما والسمعي البصري,117.1115,121.7018,104.1699
آداب,جامعة منوبة,المعهد العالي لفنون الملتميديا بمنوبة,10622,اجازة  في الفنون و الوسائط,124.3233,128.5284,121.1401
آداب,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,11207,اجازة  في تصميم الفضاء,125.1686,128.425,123.4887
آداب,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,11208,اجازة  في تصميم المنتوج,117.3469,120.161,107.3211
آداب,جامعة منوبة,المدرسة العليا لعلوم و تكنولوجيات التصميم,11209,اجازة  في تصميم الصورة,117.725,113.1311,106.6737
آداب,جامعة منوبة,المعهد العالي للرياضة و التربية البدنية بقصر السعيد,10450,اجازة  في علوم وتقنيات انشطة  البدنية  والرياضة,153.8821,151.865,141.78
آداب,جامعة تونس المنار,كلية الطب بتونس,10700,الـطــب,163.79,173.59,166.345
آداب,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10742,اجازة  في حفظ الصحة والوقاية والمحيط,108.87,112.445,121.41
آداب,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10745,اجازة  في تقويـم النطـق والكم,119.91,124.605,128.745
آداب,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10747,اجازة  في التغذية البشرية,135.13,147.59,132.39
آداب,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10748,اجازة  في العج  بالعمل,126.795,122.985,134.225
آداب,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10754,اجازة  في الرعـايـة الصحية للطفل,128.919,164.0524,139.7206
آداب,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,10799,اجازة  في علوم الـتــولـيـــد - قابلة,147.8954,157.0867,138.3831
آداب,جامعة تونس المنار,المدرسة العليا لعلوم وتقنيات الصحة بتونس,11744,اجازة  في العج  الطبيعي,,,88.2431
آداب,جامعة تونس المنار,كلية الحقوق والعلوم السياسية  بتونس,10301,اجازة  في القانون,127.835,128.9457,122.5525
آداب,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,10118,اجازة  في انتروبولوجيا,103.2372,104.0199,102.3225
آداب,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,10119,اجازة  في لغة اشارات,102.54,103.31,103.41
آداب,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,10167,اجازة  في  اثار,96.4951,80.5408,92.5406
آداب,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,11104,اجازة  في اسبانية,91.2998,112.185,101.9373
آداب,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,11105,اجازة  في ايطالية,110.4595,104.365,105.8193
آداب,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,11106,اجازة  في المانية,105.43,103.56,103.7334
آداب,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,11120,اجازة  في عـلــم اجتماع,109.3273,108.1503,109.4129
آداب,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,11121,اجازة   في علم النـفـــس,122.88,128.39,124.155
آداب,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,11122,اجازة  في الفـلســفــة,95.4923,100.093,97.3913
آداب,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,12101,اجازة  في العربية,92.5623,98.4972,97.7378
آداب,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,12102,اجازة  في انقليزية,128.3091,130.895,126.99
آداب,جامعة تونس المنار,المعهد العالي للعلوم انسانية  بتونس,12103,اجازة  في الفرنسية,70.2231,67.5734,69.475
آداب,جامعة تونس المنار,المعهد العالي لعلوم التمريض بتونس,10797,اجازة  في علوم التمريض-اناث,145.335,174.7096,156.15
آداب,جامعة تونس المنار,المعهد العالي لعلوم التمريض بتونس,11797,اجازة  في علوم التمريض-ذكور,101.125,138.725,159.8045
آداب,جامعة  قرطاج,المدرسة الوطنية للهندسة المعمارية و التعمير بتونس,10203,الهندسة المعمارية,161.135,155.16,158.29
آداب,جامعة  قرطاج,المعهد  العالي طارات  الطفولة بقرطاج درمش,10470,اجازة  في علوم التربية,107.115,114.645,119.135
آداب,جامعة  قرطاج,كلية العلوم القانونية والسياسية واجتماعية  بتونس,11301,اجازة  في القانون,147.1892,147.45,139.5494
آداب,جامعة  قرطاج,المعهد الوطني للشغل والدراسات اجتماعية  بتونس,10346,اجازة  في القانون اجتماعي,110.71,112.655,112.965
آداب,جامعة  قرطاج,المعهد الوطني للشغل والدراسات اجتماعية  بتونس,10347,اجازة  في علوم الشغل,102.5334,102.44,105.9349
آداب,جامعة  قرطاج,المعهد الوطني للشغل والدراسات اجتماعية  بتونس,10355,اجازة  في الخدمة اجتماعية,105.05,109.835,111.245
آداب,جامعة  قرطاج,المعهد الوطني للشغل والدراسات اجتماعية  بتونس,10548,اجازة  في التدخل اجتماعي,102.095,106.405,108.6633
آداب,جامعة  قرطاج,المعهد العالي للغات بتونس,10107,اجازة  في الروسية,80.9145,76.9383,84.6632
آداب,جامعة  قرطاج,المعهد العالي للغات بتونس,10108,اجازة  في الصينية,84.3057,75.5052,94.6117
آداب,جامعة  قرطاج,المعهد العالي للغات بتونس,12104,اجازة  في اسبانية,82.7574,96.4801,86.4808
آداب,جامعة  قرطاج,المعهد العالي للغات بتونس,12105,اجازة  في ايطالية,101.37,86.7249,89.5281
آداب,جامعة  قرطاج,المعهد العالي للغات بتونس,12106,اجازة  في المانية,102.7789,86.8801,86.3652
آداب,جامعة  قرطاج,المعهد العالي للغات بتونس,13101,اجازة  في العربية,92.2465,92.6133,94.9628
آداب,جامعة  قرطاج,المعهد العالي للغات بتونس,13102,اجازة  في انقليزية,109.135,115.346,99.4633
آداب,جامعة  قرطاج,المعهد العالي للغات بتونس,13103,اجازة  في الفرنسية,71.3568,71.055,73.5198
آداب,جامعة  قرطاج,المعهد العالى للفنون الجميلة بنابل,22202,اجازة  في الفنون التشكيلية,89.4602,87.2735,85.7949
آداب,جامعة  قرطاج,المعهد العالى للفنون الجميلة بنابل,22207,اجازة  في تصميم الفضاء,124.18,122.6969,129.684
آداب,جامعة  قرطاج,المعهد العالى للفنون الجميلة بنابل,22208,اجازة  في تصميم المنتوج,115.1909,107.69,110.79
آداب,جامعة  قرطاج,المعهد العالى للفنون الجميلة بنابل,22209,اجازة  في تصميم الصورة,119.1231,106.2082,115.446
آداب,جامعة  قرطاج,المعهد العالي  لتكنولوجيات البيئة والعمران والبنيان,10244,اجازة  في التعمير و التهيئة,135.61,130.095,121.77
آداب,جامعة  قرطاج,المعهد العالي للغات بنابل,22101,اجازة  في العربية,98.7931,99.9365,99.8364
آداب,جامعة  قرطاج,المعهد العالي للغات بنابل,22102,اجازة  في انقليزية,106.6255,108.905,104.974
آداب,جامعة  قرطاج,المعهد العالي للغات بنابل,22103,اجازة  في الفرنسية,68.3999,74.1566,67.82
آداب,جامعة  قرطاج,المعهد العالي للغات بنابل,22105,اجازة  في ايطالية,102.7149,102.4251,90.59
آداب,جامعة  قرطاج,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,10452,اجازة  في السياحة,106.4498,109.7733,111.315
آداب,جامعة  قرطاج,المعهد العالي للدراسات السياحية والفندقية بسيدي الظريف,10453,اجازة  في الفندقة,103.775,107.735,112.34
آداب,جامعة الزيتونة,المعهد العالي صول  الدين بتونس,10139,اجازة  في العلوم الشرعية,91.8935,96.5452,95.3915
آداب,جامعة الزيتونة,المعهد العالي صول  الدين بتونس,10260,اجازة  في فنون التراث اسمي,90.7248,92.5668,96.0482
آداب,جامعة الزيتونة,المعهد العالي للحضارة اسمية   بتونس,10138,اجازة  في العلوم اسمية,95.7501,100.6115,101.2809
آداب,جامعة الزيتونة,المعهد العالي للعلوم اسمية   بالقيروان,70138,اجازة  في العلوم اسمية,99.1642,101.2434,104.6139
آداب,جامعة سوسة,كلية الطب بسوسة,30700,الـطــب,162.055,174.76,165.795
آداب,جامعة سوسة,كلية الحقوق والعلوم السياسية بسوسة,30301,اجازة  في القانون,112.1628,116.2127,114.02
آداب,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30101,اجازة  في العربية,99.4298,100.2376,99.065
آداب,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30102,اجازة  في انقليزية,107.905,113.5163,106.6505
آداب,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30103,اجازة  في الفرنسية,72.27,73.4432,73.4684
آداب,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30118,اجازة  في انتروبولوجيا,106.1547,103.62,105.709
آداب,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30123,اجازة  في التاريخ,89.9977,87.0149,89.1096
آداب,جامعة سوسة,كلية اداب  والعلوم انسانية  بسوسة,30124,اجازة  في الجغرافيا,91.6083,76.7546,88.8133
آداب,جامعة سوسة,المعهد العالي للموسيقى بسوسة,30201,اجازة  في الموسيقى و العلوم الموسيقية,79.0151,81.9299,84.3016
آداب,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30162,اجازة  في المحافظة على الممتلكات الثقافية و ترميمها,92.2767,91.3741,105.7696
آداب,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30202,اجازة  في الفنون التشكيلية,94.9019,93.0986,96.1066
آداب,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30207,اجازة  في تصميم الفضاء,121.3273,123.7188,138.458
آداب,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30208,اجازة  في تصميم المنتوج,114.86,117.3309,123.7402
آداب,جامعة سوسة,المعهد العالى للفنون الجميلة بسوسة,30209,اجازة  في تصميم الصورة,114.4419,117.363,122.1191
آداب,جامعة سوسة,المدرسة العليا لعلوم و تقنيات الصحة بسوسة,30754,اجازة  في الرعـايـة الصحية للطفل,123.264,164.3039,129.4219
آداب,جامعة سوسة,المدرسة العليا لعلوم و تقنيات الصحة بسوسة,30760,اجازة  في  الرعاية الصحية استعجالية   وانعاش,143.325,169.5629,136.9814
آداب,جامعة سوسة,المعهد العالي لعلوم التمريض بسوسة,30797,اجازة  في علوم التمريض-اناث,169.92,169.6004,138.7683
آداب,جامعة سوسة,المعهد العالي لعلوم التمريض بسوسة,31797,اجازة  في علوم التمريض-ذكور,117.875,138.3136,139.95
آداب,جامعة صفاقس,كلية الطب بصفاقس,40700,الـطــب,158.175,166.62,159.855
آداب,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40101,اجازة  في العربية,89.9482,92.435,93.5
آداب,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40102,اجازة  في انقليزية,96.4116,100.8417,92.6553
آداب,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40103,اجازة  في الفرنسية,69.7251,77.9452,71.9667
آداب,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40104,اجازة  في اسبانية,77.8966,79.9066,81.6268
آداب,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40105,اجازة  في ايطالية,73.5553,84.8935,89.8497
آداب,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40120,اجازة  في عـلــم اجتماع,100.4715,104.515,104.59
آداب,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40122,اجازة  في الفـلســفــة,90.5525,94.2794,95.27
آداب,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40123,اجازة  في التاريخ,78.8217,80.4766,82.58
آداب,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40124,اجازة  في الجغرافيا,83.7471,74.1015,81.5684
آداب,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40147,اجازة  في الترجمة,95.235,100.7219,95.3348
آداب,جامعة صفاقس,كلية اداب  والعلوم انسانية  بصفاقس,40161,اجازة  في حفظ الممتلكات الثقافية,85.3533,89.35,89.3167
آداب,جامعة صفاقس,كلية الحقوق بصفاقس,40301,اجازة  في القانون,102.42,107.235,106.4276
آداب,جامعة صفاقس,المدرسة العليا لعلوم وتقنيات الصحة بصفاقس,40744,اجازة  في العج  الطبيعي,141.8339,160.8638,148.085
آداب,جامعة صفاقس,المدرسة العليا لعلوم وتقنيات الصحة بصفاقس,40799,اجازة  في علوم الـتــولـيـــد - قابلة,142.6738,159.7243,123.685
آداب,جامعة صفاقس,المعهد العالي للموسيقى بصفاقس,40201,اجازة  في الموسيقى و العلوم الموسيقية,84.7549,83.845,83.0953
آداب,جامعة صفاقس,المعهد العالى للفنون و الحرف بصفاقس,40202,اجازة  في الفنون التشكيلية,85.6865,88.0383,86.96
آداب,جامعة صفاقس,المعهد العالى للفنون و الحرف بصفاقس,40207,اجازة  في تصميم الفضاء,111.708,118.9947,119.931
آداب,جامعة صفاقس,المعهد العالى للفنون و الحرف بصفاقس,40208,اجازة  في تصميم المنتوج,107.9202,111.2212,112.6336
آداب,جامعة صفاقس,المعهد العالى للفنون و الحرف بصفاقس,40209,اجازة  في تصميم الصورة,109.1167,110.6989,106.24
آداب,جامعة صفاقس,المعهد العالى للفنون و الحرف بصفاقس,40265,اجازة  في السينما والسمعي البصري,109.6396,111.708,111.2747
آداب,جامعة صفاقس,المعهد العالى للفنون و الحرف بصفاقس,40622,اجازة  في الفنون و الوسائط,109.9835,120.39,125.7571
آداب,جامعة صفاقس,المعهد العالي للرياضة و التربية البدنية بصفاقس,40450,اجازة  في علوم وتقنيات انشطة  البدنية  والرياضة,127.74,154.5294,136.9921
آداب,جامعة صفاقس,المعهد العالي لعلوم التمريض بصفاقس,40797,اجازة  في علوم التمريض-اناث,161.1153,161.7252,148.075
آداب,جامعة صفاقس,المعهد العالي لعلوم التمريض بصفاقس,41797,اجازة  في علوم التمريض-ذكور,117.2453,135.8258,141.4166
آداب,جامعة جندوبة,كلية العلوم القانونية واقتصادية  والتصرف بجندوبة,80301,اجازة  في القانون,96.8794,100.4784,103.16
آداب,جامعة جندوبة,المعهد العالي للدراسات التطبيقية في انسانيات  بالكاف,82102,اجازة  في انقليزية,84.2553,86.6592,80.2148
آداب,جامعة جندوبة,المعهد العالي للدراسات التطبيقية في انسانيات  بالكاف,82103,اجازة  في الفرنسية,72.585,72.4417,78.6093
آداب,جامعة جندوبة,المعهد العالي للدراسات التطبيقية في انسانيات  بالكاف,82477,اجازة  في التربية والتعليم,111.115,130.33,127.075
آداب,جامعة جندوبة,المعهد العالي للعلوم انسانية  بجندوبة,80102,اجازة  في انقليزية,77.0099,85.165,79.8418
آداب,جامعة جندوبة,المعهد العالي للعلوم انسانية  بجندوبة,80103,اجازة  في الفرنسية,73.4876,67.0215,67.535
آداب,جامعة جندوبة,المعهد العالي للعلوم انسانية  بجندوبة,80123,اجازة  في التاريخ,70.2082,76.2902,84.4551
آداب,جامعة جندوبة,المعهد العالي للعلوم انسانية  بجندوبة,80159,اجازة  في جغرافية البيئة,83.8732,85.3333,89.0317
آداب,جامعة جندوبة,المعهد العالي للعلوم انسانية  بجندوبة,80477,اجازة  في التربية والتعليم,99.4983,121.315,127.375
آداب,جامعة جندوبة,المعهد العالي للغات التطبيقية و إعلامية   بباجة,84102,اجازة  في انقليزية,74.5668,77.4637,80.09
آداب,جامعة جندوبة,المعهد  العالي للرياضة والتربية البدنية بالكاف,82450,اجازة  في علوم وتقنيات انشطة  البدنية  والرياضة,129.9355,136.89,137.405
آداب,جامعة جندوبة,المعهد العالي للموسيقى و المسرح بالكاف,82200,اجازة  في المسرح  و فنون العرض,94.7884,76.0298,83.1768
آداب,جامعة جندوبة,المعهد العالي للموسيقى و المسرح بالكاف,82201,اجازة  في الموسيقى و العلوم الموسيقية,89.714,89.6367,87.23
آداب,جامعة جندوبة,المعهد العالي للفنون و الحرف بسليانة,86202,اجازة  في الفنون التشكيلية,83.0882,80.4935,76.2417
آداب,جامعة جندوبة,المعهد العالي للفنون و الحرف بسليانة,86207,اجازة  في تصميم الفضاء,115.33,116.4783,112.3554
آداب,جامعة جندوبة,المعهد العالي للفنون و الحرف بسليانة,86209,اجازة  في تصميم الصورة,102.5863,100.553,102.5702
آداب,جامعة جندوبة,المعهد العالي لعلوم التمريض بالكاف,82797,اجازة  في علوم التمريض-اناث,159.7885,165.8607,173.217
آداب,جامعة جندوبة,المعهد العالي لعلوم التمريض بالكاف,83797,اجازة  في علوم التمريض-ذكور,129.6305,136.9119,130.3849
آداب,جامعة قابس,المعهد العالي للغات بقابس,50101,اجازة  في العربية,92.3033,96.3001,97.7301
آداب,جامعة قابس,المعهد العالي للغات بقابس,50102,اجازة  في انقليزية,92.54,97.9853,96.2815
آداب,جامعة قابس,المعهد العالي للغات بقابس,50103,اجازة  في الفرنسية,72.8902,65.8264,78.0382
آداب,جامعة قابس,المعهد العالي للغات بقابس,50104,اجازة  في اسبانية,85.8515,99.6652,86.4301
آداب,جامعة قابس,المعهد العالي للغات بقابس,50105,اجازة  في ايطالية,98.9136,105.1168,95.403
آداب,جامعة قابس,المعهد العالي للغات بقابس,50106,اجازة  في المانية,85.9834,102.18,99.5207
آداب,جامعة قابس,المعهد العالي للغات بقابس,50477,اجازة  في التربية والتعليم,97.44,126.295,130.95
آداب,جامعة قابس,المعهد العالي للفنون و الحرف بقابس,50162,اجازة  في المحافظة على الممتلكات الثقافية و ترميمها,77.5751,94.4188,91.0037
آداب,جامعة قابس,المعهد العالي للفنون و الحرف بقابس,50201,اجازة  في الموسيقى و العلوم الموسيقية,83.5101,96.35,85.55
آداب,جامعة قابس,المعهد العالي للفنون و الحرف بقابس,50202,اجازة  في الفنون التشكيلية,88.3801,93.4903,93.3362
آداب,جامعة قابس,المعهد العالي للفنون و الحرف بقابس,50207,اجازة  في تصميم الفضاء,108.27,117.58,120.3536
آداب,جامعة قابس,المعهد العالي للفنون و الحرف بقابس,50209,اجازة  في تصميم الصورة,101.4307,103.8061,111.845
آداب,جامعة قابس,المعهد العالي إعلامية   و الملتيميديا بقابس,50622,اجازة  في الفنون و الوسائط,103.5332,116.4642,117.2292
آداب,جامعة قابس,المعهد العالي للدراسات القانونية بقابس,50301,اجازة  في القانون,96.84,104.7102,104.6353
آداب,جامعة قابس,المعهد العالي للعلوم انسانية  بمدنين,54101,اجازة  في العربية,84.6116,90.84,95.2265
آداب,جامعة قابس,المعهد العالي للعلوم انسانية  بمدنين,54102,اجازة  في انقليزية,73.0135,77.8635,77.2503
آداب,جامعة قابس,المعهد العالي للعلوم انسانية  بمدنين,54103,اجازة  في الفرنسية,75.2785,71.2099,88.1132
آداب,جامعة قابس,المعهد العالي للعلوم انسانية  بمدنين,54106,اجازة  في المانية,77.9431,84.9267,79.0815
آداب,جامعة قابس,المعهد العالي للعلوم انسانية  بمدنين,54477,اجازة  في التربية والتعليم,96.485,117.825,126.115
آداب,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56118,اجازة  في انتروبولوجيا,93.585,94.9463,95.6119
آداب,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56202,اجازة  في الفنون التشكيلية,80.7868,86.3829,80.1183
آداب,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56207,اجازة  في تصميم الفضاء,110.2903,120.145,119.3318
آداب,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56209,اجازة  في تصميم الصورة,110.0602,103.4048,106.5025
آداب,جامعة قابس,المعهد العالي للفنون و الحرف بتطاوين,56477,اجازة  في التربية والتعليم,97.7699,115.59,124.91
آداب,جامعة قابس,المعهد العالي لعلوم التمريض بقابس,50797,اجازة  في علوم التمريض-اناث,137.2596,163.6512,139.298
آداب,جامعة قابس,المعهد العالي لعلوم التمريض بقابس,51797,اجازة  في علوم التمريض-ذكور,107.92,141.9783,136.9065
آداب,جامعة المنستير,كلية الطب بالمنستير,34700,الـطــب,167.615,174.815,164.46
آداب,جامعة المنستير,كلية طب اسنان  بالمنستير,34702,طـــب اسـنـــان,158.775,182.91,162.35
آداب,جامعة المنستير,كلية الصيدلة بالمنستير,34701,الـصـيــــدلــــة,155.405,167.305,138.955
آداب,جامعة المنستير,المدرسة العليا لعلوم وتقنيات الصحة بالمنستير,34744,اجازة  في العج  الطبيعي,150.1852,163.8759,147.5316
آداب,جامعة المنستير,المدرسة العليا لعلوم وتقنيات الصحة بالمنستير,34752,اجازة  في بدائل اسـنـان,119.895,144.32,137.67
آداب,جامعة المنستير,المدرسة العليا لعلوم وتقنيات الصحة بالمنستير,34799,اجازة  في علوم الـتــولـيـــد - قابلة,157.2633,159.3498,136.6283
آداب,جامعة المنستير,المعهد العالي للغات بالمكنين,34102,اجازة  في انقليزية,101.64,106.4198,90.1783
آداب,جامعة المنستير,المعهد العالي للغات بالمكنين,34103,اجازة  في الفرنسية,76.133,71.1284,70.9
آداب,جامعة المنستير,المعهد العالي للغات بالمكنين,34104,اجازة  في اسبانية,87.3399,112.9279,92.8066
آداب,جامعة المنستير,المعهد العالي للغات بالمكنين,34105,اجازة  في ايطالية,103.7616,106.9038,106.7075
آداب,جامعة المنستير,المعهد العالي للغات بالمكنين,34106,اجازة  في المانية,84.1969,97.6232,89.6609
آداب,جامعة المنستير,المعهد العالي للغات بالمكنين,34147,اجازة  في الترجمة,101.6632,108.815,103.3383
آداب,جامعة المنستير,المعهد العالي للدراسات التطبيقية في انسانيات  بالمهدية,36477,اجازة  في التربية والتعليم,108.185,129.665,138.32
آداب,جامعة المنستير,المعهد العالي للموضة  بالمنستير,34208,اجازة  في تصميم المنتوج,111.45,119.805,116.1271
آداب,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,36207,اجازة  في تصميم الفضاء,120.9261,128.055,117.68
آداب,جامعة المنستير,المعهد العالي للفنون و الحرف بالمهدية,36208,اجازة  في تصميم المنتوج,112.375,116.9954,105.6786
