"domaine","code_specialite","nom_specialite","universite","institution","baccalaureat","score_2023","score_2024","score_2025"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10101","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻌﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺁﺩﺍﺏ","95.6117","97.875","99.8685"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10101","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻌﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﻴﺎﺕ","0","0","0"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10101","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻌﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","129.1169","130.9413","122.105"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10101","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻌﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","86.7539","73.8752","92.3517"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10101","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻌﺮﺑﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","147.9275","98.1888","117.4165"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10102","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺁﺩﺍﺏ","112.1467","115.4263","104.785"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10102","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﻴﺎﺕ","155.2196","110.4043","136.07"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10102","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","142.7327","151.817","124.25"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10102","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","91.4209","107.5939","81.2024"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10102","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","118.555","122.9663","127.633"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10102","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","153.6574","115.9397","131.5298"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10102","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻧﻘﻠﻴﺰﻳﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﺔ","116.2662","143.5245","147.625"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10103","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﺮﻧﺴﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺁﺩﺍﺏ","71.7734","76.2884","68.2249"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10103","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﺮﻧﺴﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﻴﺎﺕ","156.6159","0","0"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10103","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﺮﻧﺴﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","147.3283","115.1036","122.0512"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10103","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﺮﻧﺴﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","80.3931","79.237","82.26"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10103","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﺮﻧﺴﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","106.5471","102.9515","100.7692"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10103","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﺮﻧﺴﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","154.8504","110.3652","120.485"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10103","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﺮﻧﺴﻴﺔ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻧﺴﺎﻧﻴﺔ ﻭﺍﻹﺟﺘﻤﺎﻋﻴﺔ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﺔ","155.34","108.5462","113.6502"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10104","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﺳﺒﺎﻧﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺁﺩﺍﺏ","78.3633","89.8317","85.2635"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10104","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﺳﺒﺎﻧﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺭﻳﺎﺿﻴﺎﺕ","102.2235","127.5066","0"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10104","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﺳﺒﺎﻧﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","128.4428","129.9569","126.795"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10104","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﺳﺒﺎﻧﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","95.6259","106.3848","103.8435"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10104","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﺳﺒﺎﻧﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","116.77","0","0"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10104","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﺳﺒﺎﻧﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","133.2311","0","96.357"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10104","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﺳﺒﺎﻧﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺭﻳﺎﺿﺔ","0","0","0"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10105","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻳﻄﺎﻟﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺁﺩﺍﺏ","98.8912","100.0434","93.7267"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10105","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻳﻄﺎﻟﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺭﻳﺎﺿﻴﺎﺕ","0","0","0"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10105","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻳﻄﺎﻟﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","112.065","134.2957","121.485"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10105","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻳﻄﺎﻟﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","88.6479","90.9769","104.7012"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10105","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻳﻄﺎﻟﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","142.3796","94.775","103.2319"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10105","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻳﻄﺎﻟﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","107.7","124.853","123.8525"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10105","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻹﻳﻄﺎﻟﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺭﻳﺎﺿﺔ","0","0","0"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10106","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻷﻟﻤﺎﻧﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺁﺩﺍﺏ","88.2051","93.0132","88.6886"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10106","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻷﻟﻤﺎﻧﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺭﻳﺎﺿﻴﺎﺕ","123.2462","157.8999","105.6484"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10106","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻷﻟﻤﺎﻧﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","139.5441","129.882","142.3849"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10106","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻷﻟﻤﺎﻧﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","89.9689","101.2454","85.1317"
"ﺍﻵﺩﺍﺏ ﻭﺍﻟﻠﻐﺎﺕ ﻭﺍﻟﻤﺮﺍﺣﻞ ﺍﻟﺘﺤﻀﻴﺮﻳﺔ ﺍﻷﺩﺑﻴﺔ","10106","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻷﻟﻤﺎﻧﻴﺔ","ﺟﺎﻣﻌﺔ ﻣﻨﻮﺑﺔ","ﻛﻠﻴﺔ ﺍﻵﺩﺍﺏ ﻭﺍﻟﻔﻨﻮﻥ ﻭﺍﻹﻧﺴﺎﻧﻴﺎﺕ ﺑﻤﻨﻮﺑﺔ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","108.7268","106.8021","103.1692"
