"domaine","code_specialite","nom_specialite","universite","institution","baccalaureat","score_2023","score_2024","score_2025"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","13311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻗﺘﺼﺎﺩﻳﺔ ﻭﺍﻟﺘﺼﺮﻑ ﺑﺘﻮﻧﺲ","ﺭﻳﺎﺿﻴﺎﺕ","157.565","159.2802","128.875"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","13311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻗﺘﺼﺎﺩﻳﺔ ﻭﺍﻟﺘﺼﺮﻑ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","162.0515","149.3025","146.9806"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","13311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻗﺘﺼﺎﺩﻳﺔ ﻭﺍﻟﺘﺼﺮﻑ ﺑﺘﻮﻧﺲ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","141.5503","154.9039","141.565"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","13311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻗﺘﺼﺎﺩﻳﺔ ﻭﺍﻟﺘﺼﺮﻑ ﺑﺘﻮﻧﺲ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","158.5526","175.0306","177.9196"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","13311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﺗﻮﻧﺲ ﺍﻟﻤﻨﺎﺭ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺍﻹﻗﺘﺼﺎﺩﻳﺔ ﻭﺍﻟﺘﺼﺮﻑ ﺑﺘﻮﻧﺲ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","153.1919","153.635","146.4884"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","13510","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻷﺭﺽ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻌﻠﻮﻡ ﻭ ﺗﻜﻨﻮﻟﻮﺟﻴﺎﺕ ﺍﻟﺒﻴﺌﺔ ﺑﺒﺮﺝ","ﺭﻳﺎﺿﻴﺎﺕ","144.771","0","107.2196"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","13510","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻷﺭﺽ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻌﻠﻮﻡ ﻭ ﺗﻜﻨﻮﻟﻮﺟﻴﺎﺕ ﺍﻟﺒﻴﺌﺔ ﺑﺒﺮﺝ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","83.8998","84.4383","87.3638"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","13510","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻷﺭﺽ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻌﻠﻮﻡ ﻭ ﺗﻜﻨﻮﻟﻮﺟﻴﺎﺕ ﺍﻟﺒﻴﺌﺔ ﺑﺒﺮﺝ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","100.2537","89.0002","97.0168"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","13523","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ ﺍﻟﻤﻌﻠﻮﻣﺎﺕ ﻭﺍﻹﺗﺼﺎﻝ ﺑﺒﺮﺝ","ﺭﻳﺎﺿﻴﺎﺕ","168.0221","169.815","152.4215"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","13523","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ ﺍﻟﻤﻌﻠﻮﻣﺎﺕ ﻭﺍﻹﺗﺼﺎﻝ ﺑﺒﺮﺝ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","167.1875","160.38","151.995"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","13523","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ ﺍﻟﻤﻌﻠﻮﻣﺎﺕ ﻭﺍﻹﺗﺼﺎﻝ ﺑﺒﺮﺝ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","179.0431","182.3013","158.7238"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","13523","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ ﺍﻟﻤﻌﻠﻮﻣﺎﺕ ﻭﺍﻹﺗﺼﺎﻝ ﺑﺒﺮﺝ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","187.8011","188.6731","173.6503"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","14311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻣﻌﻬﺪ ﺍﻟﺪﺭﺍﺳﺎﺕ ﺍﻟﻌﻠﻴﺎ ﺍﻟﺘﺠﺎﺭﻳﺔ ﺑﻘﺮﻃﺎﺝ","ﺭﻳﺎﺿﻴﺎﺕ","176.635","182.1943","163.587"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","14311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻣﻌﻬﺪ ﺍﻟﺪﺭﺍﺳﺎﺕ ﺍﻟﻌﻠﻴﺎ ﺍﻟﺘﺠﺎﺭﻳﺔ ﺑﻘﺮﻃﺎﺝ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","174.33","172.7087","178.8398"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","14311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻣﻌﻬﺪ ﺍﻟﺪﺭﺍﺳﺎﺕ ﺍﻟﻌﻠﻴﺎ ﺍﻟﺘﺠﺎﺭﻳﺔ ﺑﻘﺮﻃﺎﺝ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","178.7275","187.5","174.965"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","14311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻣﻌﻬﺪ ﺍﻟﺪﺭﺍﺳﺎﺕ ﺍﻟﻌﻠﻴﺎ ﺍﻟﺘﺠﺎﺭﻳﺔ ﺑﻘﺮﻃﺎﺝ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","192.9585","190.3263","189.27"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","14311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻣﻌﻬﺪ ﺍﻟﺪﺭﺍﺳﺎﺕ ﺍﻟﻌﻠﻴﺎ ﺍﻟﺘﺠﺎﺭﻳﺔ ﺑﻘﺮﻃﺎﺝ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","184.8051","184.2754","175.9562"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﺼﺮﻑ ﺑﺒﻨﺰﺭﺕ","ﺭﻳﺎﺿﻴﺎﺕ","138.325","138.895","114.725"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﺼﺮﻑ ﺑﺒﻨﺰﺭﺕ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","150.715","136.6818","132.985"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﺼﺮﻑ ﺑﺒﻨﺰﺭﺕ","ﺇﻗﺘﺼﺎﺩ ﻭﺗﺼﺮﻑ","143.1339","147.26","148.935"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﺼﺮﻑ ﺑﺒﻨﺰﺭﺕ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","160.7622","164.7479","133.51"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20311","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺇﻋﻼﻣﻴﺔ ﺍﻟﺘـﺼـﺮﻑ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﺍﻟﻤﻌﻬﺪ ﺍﻟﻌﺎﻟﻲ ﻟﻠﺘﺼﺮﻑ ﺑﺒﻨﺰﺭﺕ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","140.295","138.075","131.115"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20501","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻜﻴﻤﻴﺎﺀ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﺭﻳﺎﺿﻴﺎﺕ","100.645","96.0732","97.2617"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20501","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻜﻴﻤﻴﺎﺀ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","71.4984","73.8198","77.0266"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20501","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻜﻴﻤﻴﺎﺀ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","106.4329","104.84","86.6048"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20502","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﻴﺰﻳﺎﺀ ﻭ ﺍﻟﻜﻴﻤﻴﺎﺀ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﺭﻳﺎﺿﻴﺎﺕ","95.5966","114.655","0"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20502","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﻴﺰﻳﺎﺀ ﻭ ﺍﻟﻜﻴﻤﻴﺎﺀ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","72.4551","74.7132","79.8569"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20502","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﻴﺰﻳﺎﺀ ﻭ ﺍﻟﻜﻴﻤﻴﺎﺀ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","162.7363","97.1415","98.75"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20503","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﻴﺰﻳﺎﺀ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﺭﻳﺎﺿﻴﺎﺕ","90.0635","96.6067","0"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20503","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﻴﺰﻳﺎﺀ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","72.587","82.9035","81.0134"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20503","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﻴﺰﻳﺎﺀ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","91.93","94.7699","88.8835"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20504","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﻴﺰﻳﺎﺀ ﻭ ﺍﻟﻄﺎﻗﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﺭﻳﺎﺿﻴﺎﺕ","107.6684","98.6834","80.9967"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20504","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﻴﺰﻳﺎﺀ ﻭ ﺍﻟﻄﺎﻗﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","79.1333","75.936","80.0883"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20504","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﻔﻴﺰﻳﺎﺀ ﻭ ﺍﻟﻄﺎﻗﺔ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","93.3199","95.2503","94.5985"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20507","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺮﻳﺎﺿﻴﺎﺕ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﺭﻳﺎﺿﻴﺎﺕ","74.9449","79.215","86.618"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20507","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺮﻳﺎﺿﻴﺎﺕ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","86.2698","82.1899","76.3382"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20507","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺮﻳﺎﺿﻴﺎﺕ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","112.795","122.34","110.145"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20507","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﺍﻟﺮﻳﺎﺿﻴﺎﺕ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﻋﻠﻮﻡ ﺍﻹﻋﻼﻣﻴﺔ","153.0849","105.775","123.6064"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20509","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻷﺣﻴﺎﺀ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﺭﻳﺎﺿﻴﺎﺕ","115.6403","0","0"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20509","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻷﺣﻴﺎﺀ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","108.79","107.995","106.4704"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20510","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻷﺭﺽ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﺭﻳﺎﺿﻴﺎﺕ","90.1086","89.8333","111.2409"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20510","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻷﺭﺽ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﻋﻠﻮﻡ ﺗﺠﺮﻳﺒﻴﺔ","73.5867","79.302","77.4499"
"ﺍﻟﻌﻠﻮﻡ ﺍﻟﺼﺤﻴﺤﺔ ﻭﺍﻟﺘﻜﻨﻮﻟﻮﺟﻴﺎ","20510","ﺍﻹﺟﺎﺯﺓ ﻓﻲ ﻋﻠﻮﻡ ﺍﻷﺭﺽ","ﺟﺎﻣﻌﺔ ﻗﺮﻃﺎﺝ","ﻛﻠﻴﺔ ﺍﻟﻌﻠﻮﻡ ﺑﺒﻨﺰﺭﺕ","ﺍﻟﻌﻠﻮﻡ ﺍﻟﺘﻘﻨﻴﺔ","93.0501","87.3883","92.3484"
